"","permno","ticker","cusip","company_name","exchange"
"1150",14883,"UCC","90553010","UNION CAMP CORP","NYSE"
"1151",14884,"VEC","92242T10","VECTRUS INC","NYSE"
"1152",14888,"BABA","01609W10","ALIBABA GROUP HOLDING LIMITED","NYSE"
"1153",14889,"CFG","17461010","CITIZENS FINANCIAL GROUP, INC","NYSE"
"1154",14890,"CIVI","17887R10","CIVITAS SOLUTIONS INC","NYSE"
"1155",14891,"UCL","91528910","UNOCAL CP","NYSE"
"1156",14898,"CNNX","20681210","CONE MIDSTREAM PARTNERS LP","NYSE"
"1157",14898,"CNXM","12654A10","CNX MIDSTREAM PARTNERS LP","NYSE"
"1158",14908,"MDLY","58503T10","MEDLEY MANAGEMENT INC","NYSE"
"1159",14912,"R","90916010","UNIROYAL INC","NYSE"
"1160",14915,"SFS","83190B10","SMART  FINAL STORES INC","NYSE"
"1161",14918,"TVPT","G9019D10","TRAVELPORT WORLDWIDE LTD","NYSE"
"1162",14919,"ICL","M5920A10","ISRAEL CHEMICAL","NYSE"
"1163",14939,"KEYS","49338L10","KEYSIGHT TECHNOLOGIES INC","NYSE"
"1164",14941,"HYH","40650V10","HALYARD HEALTH INC","NYSE"
"1165",14941,"AVNS","05350V10","AVANOS MEDICAL INC","NYSE"
"1166",14945,"AAC","00030710","AAC HOLDINGS INC","NYSE"
"1167",14950,"AST","04624N10","ASTERIAS BIOTHERAPEUTICS INC","AMEX"
"1168",14951,"BGSF","05544A10","BG STAFFING INC","AMEX"
"1169",14953,"BOOT","09940610","BOOT BARN HOLDINGS INC","NYSE"
"1170",14954,"DPLO","25456K10","DIPLOMAT PHARMACY INC","NYSE"
"1171",14955,"UB","90966010","UNITED BRANDS CO","NYSE"
"1172",14955,"CQB","17003210","CHIQUITA BRANDS INT'L","NYSE"
"1173",14956,"DM","25745410","DOMINION MIDSTREAM PARTNERS LP","NYSE"
"1174",14959,"ECC","26980810","EAGLE POINT CREDIT COMPANY INC","NYSE"
"1175",14960,"ENVA","29357K10","ENOVA INTERNATIONAL INC","NYSE"
"1176",14961,"FMSA","30255X10","FMSA HOLDINGS INC","NYSE"
"1177",14961,"FMSA","30555Q10","FAIRMOUNT SANTROL HOLDINGS INC","NYSE"
"1178",14969,"GWB","39141610","GREAT WESTERN BANCORP INC","NYSE"
"1179",14970,"HUBS","44357310","HUBSPOT INC","NYSE"
"1180",14972,"JPEP","46643C10","JP ENERGY PARTNERS LP","NYSE"
"1181",14973,"KIQ","48826D20","KELSO TECHNOLOGIES INC","AMEX"
"1182",14974,"SNR","64869110","NEW SENIOR INVESTMENT GROUP INC","NYSE"
"1183",14976,"OSGB","69036R40","OVERSEAS SHIPHOLDING GROUP INC","AMEX"
"1184",14980,"SHLX","82263410","SHELL MIDSTREAM PARTNERS LP","NYSE"
"1185",14981,"USDP","90331810","USD PARTNERS LP","NYSE"
"1186",14982,"VSLR","92854Q10","VIVINT SOLAR INC","NYSE"
"1187",14983,"W","94419L10","WAYFAIR INC","NYSE"
"1188",14984,"ZAYO","98919V10","ZAYO GROUP HOLDINGS INC","NYSE"
"1189",14985,"OMAM","G6750610","OM ASSET MANAGEMENT PLC","NYSE"
"1190",14985,"BSIG","G1644T10","BRIGHTSPHERE INVESTMENT GROUP PL","NYSE"
"1191",14986,"ATTO","L0427L10","ATENTO SA","NYSE"
"1192",14987,"FCAU","N3173810","FIAT CHRYSLER AUTOMOBILES NV","NYSE"
"1193",15028,"AINC","04410410","ASHFORD INC","AMEX"
"1194",15029,"CRC","13057Q10","CALIFORNIA RESOURCES CORP","NYSE"
"1195",15029,"CRC","13057Q20","CALIFORNIA RESOURCES CORP","NYSE"
"1196",15031,"AM","03673L10","ANTERO MIDSTREAM PARTNERS LP","NYSE"
"1197",15033,"EHIC","26853A10","EHI CAR SERVICES LTD","NYSE"
"1198",15034,"USI","91207810","U S INDS INC","NYSE"
"1199",15044,"MORE","60979P10","MONOGRAM RESIDENTIAL TRUST INC","NYSE"
"1200",15045,"NEFF","64009420","NEFF CORP","NYSE"
"1201",15046,"NVRO","64157F10","NEVRO CORP","NYSE"
"1202",15048,"PGRE","69924R10","PARAMOUNT GROUP INC","NYSE"
"1203",15052,"STOR","86212110","STORE CAPITAL CORP","NYSE"
"1204",15053,"AXTA","G0750C10","AXALTA COATING SYSTEMS LTD","NYSE"
"1205",15054,"UBS","H4209710","UBS GROUP AG","NYSE"
"1206",15055,"NAP","Y6213410","NAVIOS MARITIME MIDSTREAM PARTNE","NYSE"
"1207",15069,"X","91265610","US STEEL CP","NYSE"
"1208",15069,"X","90290510","USX CP","NYSE"
"1209",15069,"MRO","90290582","USX-MARATHON GROUP","NYSE"
"1210",15069,"MRO","56584910","MARATHON OIL CORP","NYSE"
"1211",15077,"UBO","91277510","US TOBACCO","NYSE"
"1212",15077,"UST","90291110","UST INC","NYSE"
"1213",15092,"LC","52603A10","LENDINGCLUB CORP","NYSE"
"1214",15099,"CVSL","12665T20","CVSL INC","AMEX"
"1215",15099,"JRJR","12665T20","CVSL INC","AMEX"
"1216",15099,"JRJR","46645Q10","JRJR33 INC","AMEX"
"1217",15105,"MPG","59116R10","METALDYNE PERFORMANCE GROUP INC","NYSE"
"1218",15108,"NEWR","64829B10","NEW RELIC INC","NYSE"
"1219",15110,"ONDK","68216310","ON DECK CAPITAL INC","NYSE"
"1220",15113,"QSR","76131D10","RESTAURANT BRANDS INTERNATIONAL","NYSE"
"1221",15116,"RMP","76281910","RICE MIDSTREAM PARTNERS LP","NYSE"
"1222",15117,"TRCO","89604750","TRIBUNE CO","NYSE"
"1223",15119,"WK","98139A10","WORKIVA INC","NYSE"
"1224",15120,"AVOL","G5223710","AVOLON HOLDINGS LTD","NYSE"
"1225",15142,"UE","91704F10","URBAN EDGE PROPERTIES","NYSE"
"1226",15145,"BOX","10316T10","BOX INC","NYSE"
"1227",15159,"HIFR","45685L10","INFRAREIT INC","NYSE"
"1228",15164,"PN","70338T10","PATRIOT NATIONAL INC","NYSE"
"1229",15167,"SHAK","81904710","SHAKE SHACK INC","NYSE"
"1230",15168,"VSTO","92837710","VISTA OUTDOOR INC","NYSE"
"1231",15169,"EURN","B3856412","EURONAV NV","NYSE"
"1232",15169,"EURN","B3856410","EURONAV NV","NYSE"
"1233",15170,"KEN","Y4671710","KENON HOLDINGS LTD","NYSE"
"1234",15188,"ATLS","04929Q10","ATLAS ENERGY GROUP LLC","NYSE"
"1235",15192,"CPPL","19828110","COLUMBIA PIPELINE PARTNERS LP","NYSE"
"1236",15194,"DEA","27616P10","EASTERLY GOVERNMENT PROPERTIES I","NYSE"
"1237",15196,"AJX","38983D30","GREAT AJAX CORP","NYSE"
"1238",15198,"NVTA","46185L10","INVITAE CORP","NYSE"
"1239",15202,"VMC","92916010","VULCAN MATLS CO","NYSE"
"1240",15215,"VNRX","92866110","VOLITIONRX LTD","AMEX"
"1241",15216,"XHR","98401710","XENIA HOTELS  RESORTS INC","NYSE"
"1242",15228,"JMG","48114A10","JOURNAL MEDIA GROUP INC","NYSE"
"1243",15229,"WMC","93235510","WALLACE MURRAY","NYSE"
"1244",15231,"NXRT","65341D10","NEXPOINT RESIDENTIAL TRUST INC","NYSE"
"1245",15242,"FSB","35352P10","FRANKLIN FINANCIAL NETWORK INC","NYSE"
"1246",15244,"GSBD","38147U10","GOLDMAN SACHS BDC INC","NYSE"
"1247",15254,"ENSV","29358Y10","ENSERVCO CORP","AMEX"
"1248",15259,"JCAP","47640510","JERNIGAN CAPITAL INC","NYSE"
"1249",15263,"MXPT","57777M10","MAXPOINT INTERACTIVE INC","NYSE"
"1250",15263,"MXPT","57777M20","MAXPOINT INTERACTIVE INC","NYSE"
"1251",15264,"SUM","86614U10","SUMMIT MATERIALS INC","NYSE"
"1252",15278,"PZG","69924M10","PARAMOUNT GOLD NEVADA CORP","AMEX"
"1253",15313,"EVA","29414J10","ENVIVA PARTNERS LP","NYSE"
"1254",15315,"GDDY","38023710","GODADDY INC","NYSE"
"1255",15318,"ASB","04548710","ASSOCIATED BANC","NYSE"
"1256",15323,"NSA","63787010","NATIONAL STORAGE AFFILIATES TRUS","NYSE"
"1257",15324,"HLTH","65500B10","NOBILIS HEALTH CORP","AMEX"
"1258",15325,"WU","95980510","WESTN UNION CP","NYSE"
"1259",15325,"WU","95980710","WESTN UNION CP","NYSE"
"1260",15325,"WU","64908010","WESTN UNION CP","NYSE"
"1261",15325,"NVL","64908010","WESTN UNION CP","NYSE"
"1262",15327,"PRTY","70214910","PARTY CITY HOLDCO INC","NYSE"
"1263",15331,"IGT","G4863A10","INTERNATIONAL GAME TECHNOLOGY PL","NYSE"
"1264",15335,"TLN","87422J10","TALEN ENERGY CORP","NYSE"
"1265",15338,"APLE","03784Y20","APPLE HOSPITALITY REIT INC","NYSE"
"1266",15339,"BKFS","09214X10","BLACK KNIGHT FINANCIAL SERVICES","NYSE"
"1267",15340,"BSM","09225M10","BLACK STONE MINERALS LP","NYSE"
"1268",15343,"CHCT","20369C10","COMMUNITY HEALTHCARE TRUST INC","NYSE"
"1269",15344,"CVRS","21873010","CORINDUS VASCULAR ROBOTICS INC","AMEX"
"1270",15349,"EQGP","26885J10","EQT GP HOLDINGS LP","NYSE"
"1271",15351,"FTAI","34960P10","FORTRESS TRANSPORTATION AND INFR","NYSE"
"1272",15357,"PGND","74113L10","PRESS GANEY HOLDINGS INC","NYSE"
"1273",15358,"SHOP","82509L10","SHOPIFY INC","NYSE"
"1274",15359,"TEGP","87469610","TALLGRASS ENERGY GP LP","NYSE"
"1275",15359,"TGE","87469610","TALLGRASS ENERGY GP LP","NYSE"
"1276",15368,"WX","96040210","WESTINGHOUSE","NYSE"
"1277",15368,"CBS","12490K10","CBS CORPORATION","NYSE"
"1278",15390,"FIT","33812L10","FITBIT INC","NYSE"
"1279",15391,"GCI","36473H10","GANNETT CO INC","NYSE"
"1280",15394,"MJCO","56068V10","MAJESCO","NYSE"
"1281",15395,"CABO","12685J10","CABLE ONE INC","NYSE"
"1282",15396,"BW","05614L10","BABCOCK & WILCOX ENTERPRISES INC","NYSE"
"1283",15397,"BLD","89055F10","TOPBUILD CORP","NYSE"
"1284",15398,"CC","16385110","CHEMOURS CO","NYSE"
"1285",15399,"HZN","44052W10","HORIZON GLOBAL CORP","NYSE"
"1286",15400,"ENR","29272W10","ENERGIZER HOLDINGS INC","NYSE"
"1287",15401,"BXLT","07177M10","BAXALTA INC","NYSE"
"1288",15404,"CPGX","19828010","COLUMBIA PIPELINE GROUP INC","NYSE"
"1289",15443,"BPMX","09072X10","BIOPHARMX CORP","AMEX"
"1290",15451,"GI","29272U10","ENDOCHOICE HOLDINGS INC","NYSE"
"1291",15452,"EVH","30050B10","EVOLENT HEALTH INC","NYSE"
"1292",15454,"GKOS","37732210","GLAUKOS CORP","NYSE"
"1293",15455,"GNL","37937810","GLOBAL NET LEASE INC","NYSE"
"1294",15455,"GNL","37937820","GLOBAL NET LEASE INC","NYSE"
"1295",15456,"Z","98088110","WOOLWORTH FW","NYSE"
"1296",15456,"Z","98088310","WOOLWORTH CP","NYSE"
"1297",15456,"Z","92294410","VENATOR GROUP INC","NYSE"
"1298",15456,"Z","34484910","FOOT LOCKER INC","NYSE"
"1299",15456,"FL","34484910","FOOT LOCKER INC","NYSE"
"1300",15466,"MCRN","59870L10","MILACRON HOLDINGS CORP","NYSE"
"1301",15472,"WWY","98252610","WRIGLEY WM JR CO","NYSE"
"1302",15478,"TRU","89400J10","TRANSUNION","NYSE"
"1303",15482,"UNVR","91336L10","UNIVAR INC","NYSE"
"1304",15485,"XTLY","98386L10","XACTLY CORP","NYSE"
"1305",15486,"AXON","G0750W10","AXOVANT SCIENCES LTD","NYSE"
"1306",15487,"GNRT","Y2688910","GENER8 MARITIME INC","NYSE"
"1307",15489,"BNED","06777U10","BARNES & NOBLE EDUCATION INC","NYSE"
"1308",15550,"CNXC","12592V10","CNX COAL RESOURCES LP","NYSE"
"1309",15550,"CCR","20855T10","CONSOL COAL RESOURCES LP","NYSE"
"1310",15553,"ATG","04775310","ATLANTA GAS LT","NYSE"
"1311",15553,"ATG","00120410","AGL RESOURCES INC","NYSE"
"1312",15553,"AGL","00120410","AGL RESOURCES INC","NYSE"
"1313",15553,"GAS","00120410","AGL RESOURCES INC","NYSE"
"1314",15560,"TAN","87538210","TANDY CORP","NYSE"
"1315",15560,"RSH","75043810","RADIOSHACK CORPORATION","NYSE"
"1316",15577,"JP","48205B10","JUPAI HOLDINGS LTD","NYSE"
"1317",15579,"TXN","88250810","TEXAS INSTRS","NYSE"
"1318",15582,"OOMA","68341610","OOMA INC","NYSE"
"1319",15584,"SRG","81752R10","SERITAGE GROWTH PROPERTIES","NYSE"
"1320",15585,"TDOC","87918A10","TELADOC INC","NYSE"
"1321",15586,"TIER","88650V20","TIER REIT INC","NYSE"
"1322",15590,"UFAB","90915J10","UNIQUE FABRICATING INC","AMEX"
"1323",15597,"GNK","Y2685T11","GENCO SHIPPING  TRADING LTD","NYSE"
"1324",15597,"GNK","Y2685T13","GENCO SHIPPING  TRADING LTD","NYSE"
"1325",15598,"CCP","14162410","CARE CAPITAL PROPERTIES INC","NYSE"
"1326",15599,"BETR","03211L10","AMPLIFY SNACK BRANDS INC","NYSE"
"1327",15623,"HLI","44159310","HOULIHAN LOKEY INC","NYSE"
"1328",15627,"PLNT","72703H10","PLANET FITNESS INC","NYSE"
"1329",15647,"FLOW","78469X10","SPX FLOW INC","NYSE"
"1330",15648,"JAX","46609J10","J ALEXANDERS HOLDINGS INC","NYSE"
"1331",15649,"MSG","55825T10","MADISON SQUARE GARDEN CO","NYSE"
"1332",15650,"PJT","69343T10","PJT PARTNERS INC","NYSE"
"1333",15659,"UK","90558110","UNION CARBIDE","NYSE"
"1334",15665,"CRHM","12626F10","CRH MEDICAL CORP","AMEX"
"1335",15667,"AHP","02660910","AMERICAN HOME PRODUCTS CORP","NYSE"
"1336",15667,"WYE","98302410","WYETH","NYSE"
"1337",15694,"PEN","70975L10","PENUMBRA INC","NYSE"
"1338",15703,"FDC","32008D10","FIRST DATA CORP","NYSE"
"1339",15707,"HPE","42824C10","HEWLETT PACKARD ENTERPRISE CO","NYSE"
"1340",15708,"NRE","66706L10","NORTHSTAR REALTY EUROPE CORP","NYSE"
"1341",15710,"EXTN","30227H10","EXTERRAN CORP","NYSE"
"1342",15711,"AFCO","02589Y10","AMERICAN FARMLAND CO","AMEX"
"1343",15712,"CK","19482810","COLLINS & AIKM","NYSE"
"1344",15719,"FCPT","35086T10","FOUR CORNERS PROPERTY TRUST INC","NYSE"
"1345",15720,"SCE","84240010","SOUTH CAL ED","NYSE"
"1346",15720,"SCE","78388210","SCECORPORATION","NYSE"
"1347",15720,"EIX","28102010","EDISON INTERNATIONAL","NYSE"
"1348",15721,"ATW","05009510","ATWOOD OCEANICS INCORPORATED","NYSE"
"1349",15723,"KLDX","49869610","KLONDEX MINES LTD","AMEX"
"1350",15724,"PFGC","71377A10","PERFORMANCE FOOD GROUP CO","NYSE"
"1351",15729,"PSTG","74624M10","PURE STORAGE INC","NYSE"
"1352",15734,"MPSX","G6331W10","MULTI PACKAGING SOLUTIONS INTERN","NYSE"
"1353",15735,"RACE","N3167J10","FERRARI NV","NYSE"
"1354",15735,"RACE","N3167Y10","FERRARI NV","NYSE"
"1355",15747,"IK","45870210","INTERLAKE INC","NYSE"
"1356",15763,"AMF","00168810","AMF INC","NYSE"
"1357",15797,"CSRA","12650T10","CSRA INC","NYSE"
"1358",15824,"INST","45781U10","INSTRUCTURE INC","NYSE"
"1359",15826,"SQ","85223410","SQUARE INC","NYSE"
"1360",15843,"ABA","02406910","AM BAKERIES","NYSE"
"1361",15859,"AGR","05351W10","AVANGRID INC","NYSE"
"1362",15860,"OSG","69036R86","OVERSEAS SHIPHOLDING GROUP INC","AMEX"
"1363",15863,"OCX","68235C10","ONCOCYTE CORP","AMEX"
"1364",15896,"YRD","98585L10","YIRENDAI LTD","NYSE"
"1365",15899,"CISN","G1992S10","CISION LTD","NYSE"
"1366",15917,"GCP","36164Y10","GCP APPLIED TECHNOLOGIES INC","NYSE"
"1367",15920,"NOMD","G6564A10","NOMAD FOODS LTD","NYSE"
"1368",15921,"MFS","56356810","MANITOWOC FOODSERVICE INC","NYSE"
"1369",15921,"WBT","94909010","WELBILT INC","NYSE"
"1370",15923,"CNV","17784610","CITY INVESTING","NYSE"
"1371",15929,"OSB","65548P40","NORBORD INC","NYSE"
"1372",15956,"AFI","04238R10","ARMSTRONG FLOORING INC","NYSE"
"1373",15966,"MOB","60705910","MOBIL CORP","NYSE"
"1374",15974,"ABG","02960910","AMERICAN SHIP BUILDING CO","NYSE"
"1375",15980,"UA","90431120","UNDER ARMOUR INC","NYSE"
"1376",15991,"CRN","14452510","CARRINGTON LABS","AMEX"
"1377",15995,"SENS","81727U10","SENSEONICS HOLDINGS INC","AMEX"
"1378",16004,"QHC","74909E10","QUORUM HEALTH CORP","NYSE"
"1379",16024,"ARA","02922710","AMERICAN RENAL ASSOCIATES HOLDIN","NYSE"
"1380",16029,"DN","25266910","DIAMOND INTL","NYSE"
"1381",16033,"EOCA","29261D10","ENDESA AMERICAS SA","NYSE"
"1382",16034,"ENIC","29278D10","ENERSIS CHILE SA","NYSE"
"1383",16042,"MGP","55303A10","MGM GROWTH PROPERTIES LLC","NYSE"
"1384",16044,"NGVT","45688C10","INGEVITY CORP","NYSE"
"1385",16048,"CCE","G2583910","COCA-COLA EUROPEAN PARTNERS PLC","NYSE"
"1386",16048,"CCEP","G2583910","COCA-COLA EUROPEAN PARTNERS PLC","NYSE"
"1387",16053,"INR","45765910","INSILCO CORP","NYSE"
"1388",16071,"BBU","G1623410","BROOKFIELD BUSINESS PARTNERS LP","NYSE"
"1389",16073,"COTV","22164K10","COTIVITI HOLDINGS INC","NYSE"
"1390",16076,"GMS","36251C10","GMS INC","NYSE"
"1391",16077,"SUPV","40054A10","GRUPO SUPERVIELLE SA","NYSE"
"1392",16082,"SITE","82982L10","SITEONE LANDSCAPE SUPPLY INC","NYSE"
"1393",16083,"TPB","90041L10","TURNING POINT BRANDS INC","NYSE"
"1394",16084,"USFD","91200810","US FOODS HOLDING CORP","NYSE"
"1395",16086,"HTZ","42806J10","HERTZ GLOBAL HOLDINGS INC","NYSE"
"1396",16087,"FTV","34959J10","FORTIVE CORP","NYSE"
"1397",16088,"WSW","96362610","WHITE CONS INDS","NYSE"
"1398",16117,"UWR","91319010","UNITED WTR RES I","NYSE"
"1399",16119,"ATKR","04764910","ATKORE INTERNATIONAL GROUP INC","NYSE"
"1400",16120,"COE","16954L10","CHINA ONLINE EDUCATION GROUP","NYSE"
"1401",16126,"AZZ","05482510","AZTEC MFG CO","NYSE"
"1402",16126,"AZZ","00247410","AZZ INCORPORATED","NYSE"
"1403",16136,"GMRE","37954A20","GLOBAL MEDICAL REIT INC","NYSE"
"1404",16140,"TWLO","90138F10","TWILIO INC","NYSE"
"1405",16141,"AMZ","02946510","AM SEATING","NYSE"
"1406",16143,"TRTN","G9078F10","TRITON INTERNATIONAL LTD","NYSE"
"1407",16149,"APFH","00782L10","ADVANCEPIERRE FOODS HOLDINGS INC","NYSE"
"1408",16154,"KDMN","48283N10","KADMON HOLDINGS INC","NYSE"
"1409",16155,"LN","53567X10","LINE CORP","NYSE"
"1410",16156,"OR","68827L10","OSISKO GOLD ROYALTIES LTD","NYSE"
"1411",16158,"VRS","92531L20","VERSO CORP","NYSE"
"1412",16159,"PTHN","N6865W10","PATHEON NV","NYSE"
"1413",16163,"FG","G3402M10","FGL HOLDINGS","NYSE"
"1414",16249,"BSM","05566210","BSD MEDICAL CORPORATION","AMEX"
"1415",16267,"DVMT","24703L10","DELL TECHNOLOGIES INC","NYSE"
"1416",16268,"HOME","04650Y10","AT HOME GROUP INC","NYSE"
"1417",16276,"ASIX","00773T10","ADVANSIX INC","NYSE"
"1418",16277,"DFIN","25787G10","DONNELLEY FINANCIAL SOLUTIONS IN","NYSE"
"1419",16278,"LKSD","50218P10","LSC COMMUNICATIONS INC","NYSE"
"1420",16279,"VSM","92532W10","VERSUM MATERIALS INC","NYSE"
"1421",16318,"ELF","26856L10","E.L.F. BEAUTY INC","NYSE"
"1422",16319,"FBK","30257X10","FB FINANCIAL CORP","NYSE"
"1423",16332,"MRT","58409L30","MEDEQUITIES REALTY TRUST INC","NYSE"
"1424",16333,"NBLX","65506L10","NOBLE MIDSTREAM PARTNERS LP","NYSE"
"1425",16338,"VVV","92047W10","VALVOLINE INC","NYSE"
"1426",16339,"NTB","G0772R20","BANK OF N.T. BUTTERFIELD & SON L","NYSE"
"1427",16340,"PKY","70156Q10","PARKWAY INC","NYSE"
"1428",16341,"FTS","34955310","FORTIS INC","NYSE"
"1429",16342,"ADNT","G0084W10","ADIENT PLC","NYSE"
"1430",16343,"YUMC","98850P10","YUM CHINA HOLDINGS INC","NYSE"
"1431",16347,"AA","01387210","ALCOA CORP","NYSE"
"1432",16424,"GS","37576610","GILLETTE CO","NYSE"
"1433",16424,"G","37576610","GILLETTE CO","NYSE"
"1434",16431,"LW","51327210","LAMB WESTON HOLDINGS INC","NYSE"
"1435",16432,"GT","38255010","GOODYEAR TIRE & RUBR CO","NYSE"
"1436",16434,"GOLF","00509810","ACUSHNET HOLDINGS CORP","NYSE"
"1437",16435,"ADSW","00790X10","ADVANCED DISPOSAL SERVICES INC","NYSE"
"1438",16436,"ARCH","03938040","ARCH COAL INC","NYSE"
"1439",16437,"CWH","13462K10","CAMPING WORLD HOLDINGS INC","NYSE"
"1440",16442,"MPO","59804T40","MIDSTATES PETROLEUM COMPANY INC","AMEX"
"1441",16448,"SD","80007P86","SANDRIDGE ENERGY INC","NYSE"
"1442",16449,"ZTO","98980A10","ZTO EXPRESS (CAYMAN) INC","NYSE"
"1443",16450,"WAAS","G0443N10","AQUAVENTURE HOLDINGS LTD","NYSE"
"1444",16451,"MYOV","G637AM10","MYOVANT SCIENCES LTD","NYSE"
"1445",16452,"AZRE","V0393H10","AZURE POWER GLOBAL LTD","NYSE"
"1446",16454,"INSW","Y4105310","INTERNATIONAL SEAWAYS INC","NYSE"
"1447",16460,"BMP","05856610","BALLARD MED PROD","NYSE"
"1448",16479,"AQN","01585710","ALGONQUIN POWER & UTILITIES CORP","NYSE"
"1449",16495,"LGF","53591950","LIONS GATE ENTERTAINMENT CORP","NYSE"
"1450",16496,"ATH","G0684D10","ATHENE HOLDING LTD","NYSE"
"1451",16497,"CNDT","20678710","CONDUENT INC","NYSE"
"1452",16498,"HGV","43283X10","HILTON GRAND VACATIONS INC","NYSE"
"1453",16499,"PK","70051710","PARK HOTELS & RESORTS INC","NYSE"
"1454",16515,"IIPR","45781V10","INNOVATIVE INDUSTRIAL PROPERTIES","NYSE"
"1455",16519,"WRD","96812T10","WILDHORSE RESOURCE DEVELOPMENT C","NYSE"
"1456",16538,"FTI","G8711010","TECHNIPFMC PLC","NYSE"
"1457",16545,"USAS","03063L70","AMERICAS SILVER CORP","AMEX"
"1458",16548,"BOH","05968510","BANCORP HAWAII","NYSE"
"1459",16548,"BOH","69405810","PACIFIC CENTURY FINANCIAL CORP","NYSE"
"1460",16548,"BOH","06254010","BANK OF HAWAII CORP","NYSE"
"1461",16553,"JAG","47009K10","JAGGED PEAK ENERGY INC","NYSE"
"1462",16554,"JELD","47580P10","JELD-WEN HOLDING INC","NYSE"
"1463",16555,"UVV","91345610","UNIVERSAL CP VA","NYSE"
"1464",16557,"FRAC","48669A10","KEANE GROUP INC","NYSE"
"1465",16560,"REVG","74952710","REV GROUP INC","NYSE"
"1466",16564,"BTC","05978410","BANCTEC INC","NYSE"
"1467",16571,"BN","09959910","BORDEN INC","NYSE"
"1468",16575,"AUXO","05334N20","AUXILIO INC","AMEX"
"1469",16577,"CLPR","18885T30","CLIPPER REALTY INC","NYSE"
"1470",16579,"FBM","35039210","FOUNDATION BUILDING MATERIALS IN","NYSE"
"1471",16581,"INVH","46187W10","INVITATION HOMES INC","NYSE"
"1472",16582,"KRP","49435R10","KIMBELL ROYALTY PARTNERS LP","NYSE"
"1473",16595,"SNAP","83304A10","SNAP INC","NYSE"
"1474",16597,"AYX","02156B10","ALTERYX INC","NYSE"
"1475",16598,"GK","36176510","GK TECHNOL","NYSE"
"1476",16599,"BGR","06007710","BANGOR HYDRO ELEC CO","NYSE"
"1477",16600,"HSY","42786610","HERSHEY FOODS CORP","NYSE"
"1478",16602,"CJ","12674R10","C J ENERGY SERVICES INC","AMEX"
"1479",16603,"GOOS","13508610","CANADA GOOSE HOLDINGS INC","NYSE"
"1480",16611,"JILL","46620W10","J.JILL INC","NYSE"
"1481",16613,"MTNB","57681010","MATINAS BIOPHARMA HOLDINGS INC","AMEX"
"1482",16614,"MULE","62520710","MULESOFT INC","NYSE"
"1483",16617,"PUMP","74347M10","PROPETRO HOLDING CORP","NYSE"
"1484",16622,"TKAT","87407Q20","TAKUNG ART CO LTD","AMEX"
"1485",16624,"ARD","L0223L10","ARDAGH GROUP SA","NYSE"
"1486",16648,"SNDR","80689H10","SCHNEIDER NATIONAL INC","NYSE"
"1487",16650,"YEXT","98585N10","YEXT INC","NYSE"
"1488",16651,"BCW","07587310","BECOR WESTERN","NYSE"
"1489",16653,"HCC","93627C10","WARRIOR MET COAL INC","NYSE"
"1490",16654,"CADE","12739A10","CADENCE BANCORP","NYSE"
"1491",16655,"CVNA","14686910","CARVANA CO","NYSE"
"1492",16656,"XRF","16953Q10","CHINA RAPID FINANCE LTD","NYSE"
"1493",16657,"CLDR","18914U10","CLOUDERA INC","NYSE"
"1494",16659,"ELVT","28621V10","ELEVATE CREDIT INC","NYSE"
"1495",16660,"EEX","29103B10","EMERALD EXPOSITIONS EVENTS INC","NYSE"
"1496",16664,"FND","33975010","FLOOR & DECOR HOLDINGS INC","NYSE"
"1497",16665,"HESM","42810410","HESS MIDSTREAM PARTNERS LP","NYSE"
"1498",16667,"WTTR","81617J30","SELECT ENERGY SERVICES INC","NYSE"
"1499",16668,"ZYME","98985W10","ZYMEWORKS INC","NYSE"
"1500",16669,"NETS","G6455X10","NETSHOES (CAYMAN) LTD","NYSE"
"1501",16678,"KR","50104410","KROGER","NYSE"
"1502",16689,"BTU","70455110","PEABODY ENERGY CORP","NYSE"
"1503",16690,"GDP","38241084","GOODRICH PETROLEUM CORP","AMEX"
"1504",16691,"KREF","48251K10","KKR REAL ESTATE FINANCE TRUST IN","NYSE"
"1505",16692,"GDI","36555P10","GARDNER DENVER HOLDINGS INC","NYSE"
"1506",16693,"JHG","G4474Y21","JANUS HENDERSON GROUP PLC","NYSE"
"1507",16695,"NEB","06384010","BANK NEW ENGLAND","NYSE"
"1508",16696,"CARS","14575E10","CARS.COM INC","NYSE"
"1509",16697,"WOW","96758W10","WIDEOPENWEST INC","NYSE"
"1510",16715,"STW","85325810","STD COML CP","NYSE"
"1511",16736,"VST","92840M10","VISTRA ENERGY CORP","NYSE"
"1512",16737,"SMHI","78413P10","SEACOR MARINE HOLDINGS INC","NYSE"
"1513",16738,"AMGP","03675Y10","ANTERO MIDSTREAM GP LP","NYSE"
"1514",16739,"BEDU","10919910","BRIGHT SCHOLAR EDUCATION HOLDING","NYSE"
"1515",16746,"FPH","33833Q10","FIVE POINT HOLDINGS LLC","NYSE"
"1516",16749,"NXE","65340P10","NEXGEN ENERGY LTD","AMEX"
"1517",16750,"SOI","83418M10","SOLARIS OILFIELD INFRASTRUCTURE","NYSE"
"1518",16751,"BHVN","G1119610","BIOHAVEN PHARMACEUTICAL HOLDING","NYSE"
"1519",16753,"ATUS","02156K10","ALTICE USA INC","NYSE"
"1520",16755,"APRN","09523Q10","BLUE APRON HOLDINGS INC","NYSE"
"1521",16756,"BY","12441110","BYLINE BANCORP INC","NYSE"
